ROWID,Country,State lgd code,State,Yearcode,Year,Monthcode,Month,Gst ( goods and service tax ) return type,Payer eligible for gst ( goods and service tax ) registration,Gst ( goods and service tax ) payers registered before due date,Gst ( goods and service tax ) payers registered after due date
202,India,2,Himachal Pradesh,2020,"Financial Year (Apr - Mar), 2020",202009,"December, 2020",GSTR-3,91034,70864,15843
203,India,2,Himachal Pradesh,2020,"Financial Year (Apr - Mar), 2020",202010,"January, 2021",GSTR-1,40247,16126,18418
204,India,2,Himachal Pradesh,2020,"Financial Year (Apr - Mar), 2020",202010,"January, 2021",GSTR-3,40225,24101,12267
205,India,2,Himachal Pradesh,2020,"Financial Year (Apr - Mar), 2020",202011,"February, 2021",GSTR-1,40011,18216,17565
206,India,2,Himachal Pradesh,2020,"Financial Year (Apr - Mar), 2020",202011,"February, 2021",GSTR-3,39963,24101,13450
207,India,2,Himachal Pradesh,2020,"Financial Year (Apr - Mar), 2020",202012,"March, 2021",GSTR-1,90790,41240,45455
208,India,2,Himachal Pradesh,2020,"Financial Year (Apr - Mar), 2020",202012,"March, 2021",GSTR-3,90790,66128,22864
209,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202101,"April, 2021",GSTR-1,44420,6731,34662
210,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202101,"April, 2021",GSTR-3,44420,7833,34810
211,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202102,"May, 2021",GSTR-1,44517,6257,35384
212,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202102,"May, 2021",GSTR-3,44517,9674,33073
213,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021",GSTR-1,92010,34295,53116
214,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021",GSTR-3,92010,62949,26481
215,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021",GSTR-1,44191,20596,20222
216,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021",GSTR-3,44191,31396,10501
217,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202105,"August, 2021",GSTR-1,44492,22958,18760
218,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202105,"August, 2021",GSTR-3,44492,32162,10719
219,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202106,"September, 2021",GSTR-1,93894,45966,43464
220,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202106,"September, 2021",GSTR-3,93894,74259,17297
221,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202107,"October, 2021",GSTR-1,43295,22633,18008
222,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202107,"October, 2021",GSTR-3,43295,32985,8695
283,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019",GSTR-1,308875,180468,98578
223,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202108,"November, 2021",GSTR-1,43932,35110,6318
224,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202108,"November, 2021",GSTR-3,43932,33293,9032
225,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202109,"December, 2021",GSTR-1,95802,46918,44313
226,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202109,"December, 2021",GSTR-3,95802,77048,15699
227,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022",GSTR-1,43808,25368,15347
228,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022",GSTR-3,43808,33275,8402
229,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022",GSTR-1,44164,36439,4868
230,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022",GSTR-3,44164,33834,8280
231,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202112,"March, 2022",GSTR-1,97423,45441,45079
232,India,2,Himachal Pradesh,2021,"Financial Year (Apr - Mar), 2021",202112,"March, 2022",GSTR-3,97423,73400,18582
233,India,2,Himachal Pradesh,2022,"Financial Year (Apr - Mar), 2022",202201,"April, 2022",GSTR-1,44324,24629,15535
234,India,2,Himachal Pradesh,2022,"Financial Year (Apr - Mar), 2022",202201,"April, 2022",GSTR-3,44324,35712,5072
235,India,2,Himachal Pradesh,2022,"Financial Year (Apr - Mar), 2022",202202,"May, 2022",GSTR-1,45199,25766,13815
236,India,2,Himachal Pradesh,2022,"Financial Year (Apr - Mar), 2022",202202,"May, 2022",GSTR-3,45199,34480,5113
237,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",201704,"July, 2017",GSTR-1,220786,184145,22882
238,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",201704,"July, 2017",GSTR-3,220786,156554,56517
239,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",201705,"August, 2017",GSTR-1,86189,70068,2372
240,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",201705,"August, 2017",GSTR-3,239311,146224,85978
241,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",201706,"September, 2017",GSTR-1,247374,208887,26097
242,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",201706,"September, 2017",GSTR-3,247374,175334,67646
243,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",201707,"October, 2017",GSTR-1,84164,72581,2692
244,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",201707,"October, 2017",GSTR-3,247069,184296,56837
245,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",201708,"November, 2017",GSTR-1,84375,73023,3166
246,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",201708,"November, 2017",GSTR-3,250968,195847,47672
247,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",201709,"December, 2017",GSTR-1,254559,215323,28175
248,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",201709,"December, 2017",GSTR-3,254559,211686,34229
249,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",201710,"January, 2018",GSTR-1,85473,73073,3577
250,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",201710,"January, 2018",GSTR-3,257888,208263,40170
251,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",201711,"February, 2018",GSTR-1,86098,72955,4002
252,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",201711,"February, 2018",GSTR-3,261849,209508,42292
253,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",201712,"March, 2018",GSTR-1,264808,218293,33076
254,India,3,Punjab,2017,"Financial Year (Apr - Mar), 2017",201712,"March, 2018",GSTR-3,264808,203351,51149
255,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201801,"April, 2018",GSTR-1,99334,70237,4859
256,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201801,"April, 2018",GSTR-3,272274,114352,142944
257,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201802,"May, 2018",GSTR-1,103832,70414,5295
258,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201802,"May, 2018",GSTR-3,280783,217583,43622
259,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201803,"June, 2018",GSTR-1,284602,220639,39889
260,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201803,"June, 2018",GSTR-3,284602,215329,48730
261,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201804,"July, 2018",GSTR-1,104604,68221,8106
262,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201804,"July, 2018",GSTR-3,287287,232762,33901
263,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201805,"August, 2018",GSTR-1,102000,64436,12202
264,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201805,"August, 2018",GSTR-3,289432,212773,56344
265,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201806,"September, 2018",GSTR-1,289976,164286,102720
266,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201806,"September, 2018",GSTR-3,289976,228333,42466
267,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201807,"October, 2018",GSTR-1,99720,41319,35871
268,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201807,"October, 2018",GSTR-3,291913,216623,56433
269,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201808,"November, 2018",GSTR-1,98397,49526,27824
270,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201808,"November, 2018",GSTR-3,293460,222370,51037
271,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201809,"December, 2018",GSTR-1,294776,69002,203512
272,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201809,"December, 2018",GSTR-3,294776,221141,54250
273,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201810,"January, 2019",GSTR-1,96791,51294,26629
274,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201810,"January, 2019",GSTR-3,297867,194747,82302
275,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201811,"February, 2019",GSTR-1,95685,50656,27302
276,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201811,"February, 2019",GSTR-3,300089,243210,35472
277,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201812,"March, 2019",GSTR-1,302783,57789,218443
278,India,3,Punjab,2018,"Financial Year (Apr - Mar), 2018",201812,"March, 2019",GSTR-3,302783,180946,99721
279,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",GSTR-1,123462,46610,33602
280,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",GSTR-3,305087,221602,58264
281,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201902,"May, 2019",GSTR-1,119967,48125,32163
284,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201903,"June, 2019",GSTR-3,308875,236113,46270
285,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201904,"July, 2019",GSTR-1,109710,42897,37703
286,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201904,"July, 2019",GSTR-3,310093,247086,36650
287,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201905,"August, 2019",GSTR-1,106470,45559,35235
288,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201905,"August, 2019",GSTR-3,310860,232651,52114
289,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201906,"September, 2019",GSTR-1,311089,137144,145669
290,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201906,"September, 2019",GSTR-3,311089,207659,78476
291,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201907,"October, 2019",GSTR-1,101504,39383,41802
292,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201907,"October, 2019",GSTR-3,309832,222827,64573
293,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201908,"November, 2019",GSTR-1,97659,46541,34985
294,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201908,"November, 2019",GSTR-3,309106,257371,30990
295,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201909,"December, 2019",GSTR-1,308579,225736,60117
296,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201909,"December, 2019",GSTR-3,308579,222772,67302
297,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201910,"January, 2020",GSTR-1,95635,59206,22531
298,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201910,"January, 2020",GSTR-3,309304,259004,32591
299,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201911,"February, 2020",GSTR-1,94540,71371,10423
300,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201911,"February, 2020",GSTR-3,310694,233143,59799
301,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020",GSTR-1,312194,234063,52094
302,India,3,Punjab,2019,"Financial Year (Apr - Mar), 2019",201912,"March, 2020",GSTR-3,312194,13308,281102
303,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202001,"April, 2020",GSTR-1,311538,71979,15536
304,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202001,"April, 2020",GSTR-3,312045,21475,270015
305,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202002,"May, 2020",GSTR-1,286301,68215,19538
306,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202002,"May, 2020",GSTR-3,311421,79839,211562
307,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",GSTR-1,312776,162514,123391
308,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202003,"June, 2020",GSTR-3,312776,127403,164984
309,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",GSTR-1,125200,37751,51060
310,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202004,"July, 2020",GSTR-3,313307,134638,160460
311,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202005,"August, 2020",GSTR-1,120831,42958,46195
312,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202005,"August, 2020",GSTR-3,316396,181512,115874
313,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202006,"September, 2020",GSTR-1,318929,206048,86404
314,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202006,"September, 2020",GSTR-3,318929,239265,59843
315,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202007,"October, 2020",GSTR-1,113974,47342,42412
316,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202007,"October, 2020",GSTR-3,321958,247418,53708
317,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202008,"November, 2020",GSTR-1,111535,49890,40360
318,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202008,"November, 2020",GSTR-3,323060,254150,48585
319,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202009,"December, 2020",GSTR-1,323550,261254,37551
320,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202009,"December, 2020",GSTR-3,323550,263280,40952
321,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202010,"January, 2021",GSTR-1,144846,81466,44400
322,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202010,"January, 2021",GSTR-3,144815,95397,34773
323,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202011,"February, 2021",GSTR-1,144289,88853,39673
324,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202011,"February, 2021",GSTR-3,144139,95397,37375
325,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202012,"March, 2021",GSTR-1,318519,209730,93374
326,India,3,Punjab,2020,"Financial Year (Apr - Mar), 2020",202012,"March, 2021",GSTR-3,318519,245059,63028
327,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202101,"April, 2021",GSTR-1,160461,33698,114172
328,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202101,"April, 2021",GSTR-3,160461,35591,114941
329,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202102,"May, 2021",GSTR-1,161190,25488,123785
330,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202102,"May, 2021",GSTR-3,161190,36496,115373
331,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021",GSTR-1,320319,198571,106898
332,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202103,"June, 2021",GSTR-3,320319,238436,71159
333,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021",GSTR-1,159828,105723,42215
334,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202104,"July, 2021",GSTR-3,159828,123198,26956
335,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202105,"August, 2021",GSTR-1,162180,111006,39540
336,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202105,"August, 2021",GSTR-3,162180,123165,29857
337,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202106,"September, 2021",GSTR-1,327297,226424,83223
338,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202106,"September, 2021",GSTR-3,327297,263554,50711
339,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202107,"October, 2021",GSTR-1,160729,111819,36364
340,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202107,"October, 2021",GSTR-3,160729,126171,24283
341,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202108,"November, 2021",GSTR-1,162572,135556,14569
342,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202108,"November, 2021",GSTR-3,162572,127019,25226
343,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202109,"December, 2021",GSTR-1,333129,217555,94542
344,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202109,"December, 2021",GSTR-3,333129,270140,47004
345,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022",GSTR-1,161987,118479,30146
346,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202110,"January, 2022",GSTR-3,161987,125305,25382
347,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022",GSTR-1,163270,138158,12011
348,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202111,"February, 2022",GSTR-3,163270,127021,25236
349,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202112,"March, 2022",GSTR-1,336608,228647,82020
350,India,3,Punjab,2021,"Financial Year (Apr - Mar), 2021",202112,"March, 2022",GSTR-3,336608,260201,55110
351,India,3,Punjab,2022,"Financial Year (Apr - Mar), 2022",202201,"April, 2022",GSTR-1,164856,119440,28982
352,India,3,Punjab,2022,"Financial Year (Apr - Mar), 2022",202201,"April, 2022",GSTR-3,164856,135790,14236
353,India,3,Punjab,2022,"Financial Year (Apr - Mar), 2022",202202,"May, 2022",GSTR-1,167213,123782,24380
354,India,3,Punjab,2022,"Financial Year (Apr - Mar), 2022",202202,"May, 2022",GSTR-3,167213,134055,13812
355,India,4,Chandigarh,2017,"Financial Year (Apr - Mar), 2017",201704,"July, 2017",GSTR-1,20632,16980,3057
356,India,4,Chandigarh,2017,"Financial Year (Apr - Mar), 2017",201704,"July, 2017",GSTR-3,20632,14826,5852
357,India,4,Chandigarh,2017,"Financial Year (Apr - Mar), 2017",201705,"August, 2017",GSTR-1,9277,7966,354
358,India,4,Chandigarh,2017,"Financial Year (Apr - Mar), 2017",201705,"August, 2017",GSTR-3,22318,12862,9411
359,India,4,Chandigarh,2017,"Financial Year (Apr - Mar), 2017",201706,"September, 2017",GSTR-1,23418,18942,3407
360,India,4,Chandigarh,2017,"Financial Year (Apr - Mar), 2017",201706,"September, 2017",GSTR-3,23418,15474,7828
361,India,4,Chandigarh,2017,"Financial Year (Apr - Mar), 2017",201707,"October, 2017",GSTR-1,9465,8211,405
362,India,4,Chandigarh,2017,"Financial Year (Apr - Mar), 2017",201707,"October, 2017",GSTR-3,23532,15725,7413
363,India,4,Chandigarh,2017,"Financial Year (Apr - Mar), 2017",201708,"November, 2017",GSTR-1,9528,8279,445
364,India,4,Chandigarh,2017,"Financial Year (Apr - Mar), 2017",201708,"November, 2017",GSTR-3,23908,17463,5786
365,India,4,Chandigarh,2017,"Financial Year (Apr - Mar), 2017",201709,"December, 2017",GSTR-1,24261,19525,3612
366,India,4,Chandigarh,2017,"Financial Year (Apr - Mar), 2017",201709,"December, 2017",GSTR-3,24261,19033,4383
367,India,4,Chandigarh,2017,"Financial Year (Apr - Mar), 2017",201710,"January, 2018",GSTR-1,9745,8292,511
368,India,4,Chandigarh,2017,"Financial Year (Apr - Mar), 2017",201710,"January, 2018",GSTR-3,24572,18534,5087
369,India,4,Chandigarh,2017,"Financial Year (Apr - Mar), 2017",201711,"February, 2018",GSTR-1,9830,8293,559
370,India,4,Chandigarh,2017,"Financial Year (Apr - Mar), 2017",201711,"February, 2018",GSTR-3,24962,18998,4965
371,India,4,Chandigarh,2017,"Financial Year (Apr - Mar), 2017",201712,"March, 2018",GSTR-1,25208,19798,4084
372,India,4,Chandigarh,2017,"Financial Year (Apr - Mar), 2017",201712,"March, 2018",GSTR-3,25208,18533,5678
373,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201801,"April, 2018",GSTR-1,11692,7816,674
374,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201801,"April, 2018",GSTR-3,26258,11339,12983
375,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201802,"May, 2018",GSTR-1,12089,7824,726
376,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201802,"May, 2018",GSTR-3,27036,19415,5285
377,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201803,"June, 2018",GSTR-1,27243,19834,4717
378,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201803,"June, 2018",GSTR-3,27243,19508,5463
379,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201804,"July, 2018",GSTR-1,11708,7561,1089
380,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201804,"July, 2018",GSTR-3,27105,21142,3988
381,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201805,"August, 2018",GSTR-1,11118,7051,1609
382,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201805,"August, 2018",GSTR-3,27027,18479,6796
383,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201806,"September, 2018",GSTR-1,27051,15260,9739
384,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201806,"September, 2018",GSTR-3,27051,20876,4557
385,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201807,"October, 2018",GSTR-1,10825,4269,4446
386,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201807,"October, 2018",GSTR-3,27070,19409,6278
387,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201808,"November, 2018",GSTR-1,10616,5213,3520
388,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201808,"November, 2018",GSTR-3,27088,20036,5619
389,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201809,"December, 2018",GSTR-1,27347,6791,18690
390,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201809,"December, 2018",GSTR-3,27347,19856,6001
391,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201810,"January, 2019",GSTR-1,10436,5466,3353
392,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201810,"January, 2019",GSTR-3,27519,17279,8631
393,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201811,"February, 2019",GSTR-1,10294,5320,3509
394,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201811,"February, 2019",GSTR-3,27639,21889,4104
395,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201812,"March, 2019",GSTR-1,27600,6209,19347
396,India,4,Chandigarh,2018,"Financial Year (Apr - Mar), 2018",201812,"March, 2019",GSTR-3,27600,16890,9184
397,India,4,Chandigarh,2019,"Financial Year (Apr - Mar), 2019",201901,"April, 2019",GSTR-1,12580,4954,3830
